state_number,state_name,consecutive_number,number_of_vehicle_forms_submitted_all,number_of_motor_vehicles_in_transport_mvit,number_of_parked_working_vehicles,number_of_forms_submitted_for_persons_not_in_motor_vehicles,number_of_persons_not_in_motor_vehicles_in_transport_mvit,number_of_persons_in_motor_vehicles_in_transport_mvit,number_of_forms_submitted_for_persons_in_motor_vehicles,county,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,national_highway_system,land_use,land_use_name,functional_system,functional_system_name,ownership,ownership_name,route_signing,route_signing_name,trafficway_identifier,trafficway_identifier_2,milepoint,latitude,longitude,special_jurisdiction,special_jurisdiction_name,first_harmful_event,first_harmful_event_name,manner_of_collision,manner_of_collision_name,relation_to_junction_within_interchange_area,relation_to_junction_specific_location,relation_to_junction_specific_location_name,type_of_intersection,work_zone,relation_to_trafficway,relation_to_trafficway_name,light_condition,light_condition_name,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,school_bus_related,rail_grade_crossing_identifier,hour_of_notification,minute_of_notification,hour_of_arrival_at_scene,minute_of_arrival_at_scene,hour_of_ems_arrival_at_hospital,minute_of_ems_arrival_at_hospital,related_factors_crash_level_1,related_factors_crash_level_1_name,related_factors_crash_level_2,related_factors_crash_level_2_name,related_factors_crash_level_3,related_factors_crash_level_3_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,waktu_kategori,tipe_hari,nama_hari
28,Mississippi,280550,1,1,0,0,0,1,1,89,0,2,12,2015,4,6,42,0,1,Rural,4,Minor Arterial,11,"State Park, Forest or Reservation Agency",3,State Highway,SR-NATCHEZ TRACE PKWY,,1270,32.60726667,-89.84206667,1,National Park Service,42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,6,42,7,0,88,88,0,None,0,None,0,None,1,0,2015-12-02 06:42:00+00:00,Pagi (06-11),Hari Kerja,Rabu
36,New York,360019,1,1,0,0,0,1,1,71,1140,12,1,2015,2,10,16,0,1,Rural,4,Minor Arterial,25,Other Local Agency,3,State Highway,SR-94,RICK WAY,0,41.34958333,-74.314275,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",No,0000000,10,16,10,22,88,88,0,None,0,None,0,None,1,0,2015-01-12 10:16:00+00:00,Pagi (06-11),Hari Kerja,Senin
42,Pennsylvania,420574,1,1,0,0,0,1,1,69,7460,30,8,2015,1,3,27,0,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-3025 WYOMING AVE,PINE ST,5,41.41473056,-75.65849167,0,No Special Jurisdiction (Includes National Forests Since 2008),18,Other Object (Not Fixed),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,2,Intersection,T-Intersection,None,1,On Roadway,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-08-30 03:27:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
24,Maryland,240009,1,1,0,0,0,1,1,5,0,18,1,2015,1,7,36,0,2,Urban,4,Minor Arterial,2,County Highway Agency,4,County Road,CR-4090,,10,39.38904167,-76.47615,0,No Special Jurisdiction (Includes National Forests Since 2008),33,Curb,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,7,36,7,41,8,14,0,None,0,None,0,None,1,0,2015-01-18 07:36:00+00:00,Pagi (06-11),Akhir Pekan,Minggu
26,Michigan,260577,1,1,0,0,0,3,3,163,1260,16,8,2015,1,0,40,0,2,Urban,4,Minor Arterial,98,Not Reported,6,Local Street – Municipality,FENKELL ST,NORTHLAWN ST,83,42.40256111,-83.15338056,0,No Special Jurisdiction (Includes National Forests Since 2008),30,Utility Pole/Light Support,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,3,Dark – Lighted,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-08-16 00:40:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
32,Nevada,320051,1,1,0,0,0,1,1,3,0,14,4,2015,3,21,9,0,2,Urban,4,Minor Arterial,3,Town or Township Highway Agency,3,State Highway,SR-596 JONES BLVD,,99998,36.01540556,-115.22574167,0,No Special Jurisdiction (Includes National Forests Since 2008),59,Traffic Sign Support,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,"Work Zone, Type Unknown",3,On Median,3,Dark – Lighted,10,Cloudy,7,"Blowing Sand, Soil, Dirt",7,"Blowing Sand, Soil, Dirt",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,1,2015-04-14 21:09:00+00:00,Malam (18-23),Hari Kerja,Selasa
41,Oregon,410354,1,1,0,0,0,2,2,41,1225,16,12,2015,4,20,6,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street – Municipality,NE 22ND ST,NE WEST DEVILS LAKE RD,0,44.98164444,-123.997725,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,2,Dark – Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,20,11,20,15,99,99,0,None,0,None,0,None,1,0,2015-12-16 20:06:00+00:00,Malam (18-23),Hari Kerja,Rabu
29,Missouri,290056,1,1,0,0,0,1,1,510,7080,8,1,2015,5,6,45,0,2,Urban,4,Minor Arterial,1,State Highway Agency,6,Local Street – Municipality,W FLORISSANT RD,,26,38.68339722,-90.22892222,0,No Special Jurisdiction (Includes National Forests Since 2008),24,Guardrail Face,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Yes,5,Entrance/Exit Ramp Related,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,1,2015-01-08 06:45:00+00:00,Pagi (06-11),Hari Kerja,Kamis
35,New Mexico,350107,1,1,0,1,1,3,3,31,0,5,6,2015,6,21,1,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-602,,241,35.43683889,-108.74506944,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-06-05 21:01:00+00:00,Malam (18-23),Hari Kerja,Jumat
5,Arkansas,50399,1,1,0,1,1,2,2,111,3860,28,10,2015,4,6,8,0,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-463-02,CS- WILLOW ROAD EXTENDED,18,35.68262222,-90.52685833,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,2,Intersection,T-Intersection,None,1,On Roadway,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,99,6,15,88,88,0,None,0,None,0,None,1,0,2015-10-28 06:08:00+00:00,Pagi (06-11),Hari Kerja,Rabu
36,New York,360243,1,1,0,1,1,1,1,103,1337,20,4,2015,2,20,21,0,2,Urban,4,Minor Arterial,3,Town or Township Highway Agency,5,Local Street – Township,125 MIDDLE COUNTRY RD,,0,40.87296389,-72.98595,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,2,On Shoulder,3,Dark – Lighted,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-04-20 20:21:00+00:00,Malam (18-23),Hari Kerja,Senin
42,Pennsylvania,420096,1,1,0,1,1,0,0,5,180,3,1,2015,7,7,12,0,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-56 FIRST ST,,27,40.58162778,-79.56594167,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,4,Dawn,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,7,11,7,22,99,96,0,None,0,None,0,None,1,0,2015-01-03 07:12:00+00:00,Pagi (06-11),Akhir Pekan,Sabtu
29,Missouri,290089,1,1,0,1,1,1,1,510,7080,28,2,2015,7,0,27,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street – Municipality,N BROADWAY AVE,,15,38.70752778,-90.23022778,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,3,Dark – Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,0,2015-02-28 00:27:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
48,Texas,481062,1,1,0,1,1,1,1,233,780,10,2,2015,3,23,28,0,2,Urban,4,Minor Arterial,98,Not Reported,2,U.S. Highway,US-136 WILSON ST,,28,35.65468611,-101.44268056,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,8,Not Reported,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,0,2015-02-10 23:28:00+00:00,Malam (18-23),Hari Kerja,Selasa
41,Oregon,410042,1,1,0,1,1,1,1,33,0,24,2,2015,3,20,12,0,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-99 (ODOT 60),,30,42.42476944,-123.27999167,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,20,13,20,15,99,99,0,None,0,None,0,None,1,0,2015-02-24 20:12:00+00:00,Malam (18-23),Hari Kerja,Selasa
25,Massachusetts,250258,1,1,0,1,1,1,1,5,850,21,11,2015,7,2,10,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,3,State Highway,SR-18 ACUSHNET AVE,,99998,41.62785278,-70.92385556,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,3,Dark – Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-11-21 02:10:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
41,Oregon,410390,1,1,0,1,1,1,1,29,0,19,9,2015,7,1,13,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,4,County Road,CR-TABLE ROCK RD,,40,42.40405,-122.88535833,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,1,14,1,18,88,88,0,None,0,None,0,None,1,1,2015-09-19 01:13:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
41,Oregon,410278,1,1,0,1,1,0,0,33,0,5,9,2015,7,1,26,0,2,Urban,4,Minor Arterial,2,County Highway Agency,4,County Road,CR-HIGHLAND AVE,,31,42.49703889,-123.36188333,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,2,On Shoulder,2,Dark – Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,88,88,23,Indication of a Stalled/Disabled Vehicle (Since 2008),0,None,0,None,1,0,2015-09-05 01:26:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
41,Oregon,410393,1,1,0,1,1,1,1,47,1168,25,9,2015,6,7,38,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street – Municipality,CHEMAWA RD N,,0,44.99699722,-123.035225,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-09-25 07:38:00+00:00,Pagi (06-11),Hari Kerja,Jumat
4,Arizona,40298,1,1,0,1,1,1,1,19,530,21,5,2015,5,17,0,0,2,Urban,4,Minor Arterial,2,County Highway Agency,6,Local Street – Municipality,RUTHRAUFF RD,,0,32.29446111,-111.025825,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-05-21 17:00:00+00:00,Siang (12-17),Hari Kerja,Kamis
51,Virginia,510097,1,1,0,1,1,1,1,95,0,5,3,2015,5,20,59,0,2,Urban,4,Minor Arterial,98,Not Reported,3,State Highway,SR-143,LEE DRIVE,331,37.26416667,-76.67416667,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,1,On Roadway,2,Dark – Not Lighted,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,21,1,21,4,21,13,0,None,0,None,0,None,1,0,2015-03-05 20:59:00+00:00,Malam (18-23),Hari Kerja,Kamis
29,Missouri,290038,1,1,0,1,1,1,1,510,7080,8,1,2015,5,5,30,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street – Municipality,UNION BLVD,COTE BRILLIANTE AVE,24,38.66815278,-90.26611111,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,Four-Way Intersection,None,1,On Roadway,3,Dark – Lighted,8,Other,1,Clear,8,Other,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,0,2015-01-08 05:30:00+00:00,Dini hari (00-05),Hari Kerja,Kamis
27,Minnesota,270360,1,1,0,1,1,3,3,145,6250,15,12,2015,3,19,20,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street – Municipality,9TH AVE S,5TH ST S,28,45.5549,-94.16025,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,Four-Way Intersection,None,1,On Roadway,3,Dark – Lighted,10,Cloudy,12,Freezing Rain or Drizzle,12,Freezing Rain or Drizzle,No,0000000,19,20,19,24,99,99,0,None,0,None,0,None,1,0,2015-12-15 19:20:00+00:00,Malam (18-23),Hari Kerja,Selasa
17,Illinois,170242,1,1,0,1,1,1,1,31,1670,28,4,2015,3,12,55,0,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,6,Local Street – Municipality,BROADWAY ST,WILSON AVE,0,41.96542778,-87.65747778,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,Four-Way Intersection,None,1,On Roadway,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-04-28 12:55:00+00:00,Siang (12-17),Hari Kerja,Selasa
23,Maine,230146,1,1,0,0,0,1,1,25,1310,25,12,2015,6,4,10,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-23 HINCKLEY ROAD,,99998,44.75270278,-69.57305,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",No,0000000,4,19,4,20,88,88,0,None,0,None,0,None,1,1,2015-12-25 04:10:00+00:00,Dini hari (00-05),Hari Kerja,Jumat
18,Indiana,180002,1,1,0,0,0,1,1,37,2260,2,1,2015,6,5,8,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-56,,0,38.48046389,-86.81777222,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-01-02 05:08:00+00:00,Dini hari (00-05),Hari Kerja,Jumat
31,Nebraska,310077,1,1,0,0,0,1,1,27,0,16,5,2015,7,15,0,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-84,,430,42.61253889,-97.24558333,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-05-16 15:00:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
47,Tennessee,470784,1,1,0,0,0,1,1,183,0,17,11,2015,3,14,12,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-217 COUNTY MAINTENANCE RD,,9,36.28298889,-88.66203889,0,No Special Jurisdiction (Includes National Forests Since 2008),16,Thrown or Falling Object,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-11-17 14:12:00+00:00,Siang (12-17),Hari Kerja,Selasa
53,Washington,530117,1,1,0,0,0,1,1,25,0,11,4,2015,7,15,20,0,1,Rural,5,Major Collector,2,County Highway Agency,4,County Road,CR-RD O SW,,12,46.64996389,-119.81124722,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-04-11 15:20:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
53,Washington,530460,1,1,0,0,0,1,1,61,0,17,11,2015,3,13,8,0,1,Rural,5,Major Collector,2,County Highway Agency,4,County Road,CR-BEN HOWARD RD,,64,47.8391,-121.84301944,0,No Special Jurisdiction (Includes National Forests Since 2008),18,Other Object (Not Fixed),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,0,2015-11-17 13:08:00+00:00,Siang (12-17),Hari Kerja,Selasa
17,Illinois,170062,1,1,0,0,0,1,1,19,0,12,1,2015,2,15,35,0,1,Rural,5,Major Collector,2,County Highway Agency,5,Local Street – Township,CURTIS RD,,0,40.069125,-88.21026111,0,No Special Jurisdiction (Includes National Forests Since 2008),30,Utility Pole/Light Support,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,15,35,99,99,99,99,0,None,0,None,0,None,1,0,2015-01-12 15:35:00+00:00,Siang (12-17),Hari Kerja,Senin
29,Missouri,290016,1,1,0,0,0,1,1,183,0,7,1,2015,4,20,0,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-D,,171,38.70425,-90.73411111,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,1,2015-01-07 20:00:00+00:00,Malam (18-23),Hari Kerja,Rabu
29,Missouri,290082,1,1,0,0,0,2,2,109,0,26,2,2015,5,9,35,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-V,,21,37.09861111,-93.86238889,0,No Special Jurisdiction (Includes National Forests Since 2008),34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,8,Other,1,Clear,8,Other,No,0000000,10,22,10,49,11,12,0,None,0,None,0,None,1,0,2015-02-26 09:35:00+00:00,Pagi (06-11),Hari Kerja,Kamis
29,Missouri,290729,1,1,0,0,0,1,1,59,0,2,12,2015,4,0,30,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-64,,83,37.74405556,-93.04375,0,No Special Jurisdiction (Includes National Forests Since 2008),58,Ground,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,8,Other,1,Clear,8,Other,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,0,2015-12-02 00:30:00+00:00,Dini hari (00-05),Hari Kerja,Rabu
42,Pennsylvania,420103,1,1,0,0,0,2,2,129,0,22,2,2015,1,2,26,0,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-3016 LOWBER RD,,11,40.2429,-79.77533611,0,No Special Jurisdiction (Includes National Forests Since 2008),30,Utility Pole/Light Support,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,2,32,2,45,88,88,0,None,0,None,0,None,1,1,2015-02-22 02:26:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
48,Texas,480477,1,1,0,0,0,3,3,471,0,11,3,2015,4,5,21,0,1,Rural,5,Major Collector,98,Not Reported,8,Other,FM247,,2,30.90335833,-95.68164167,0,No Special Jurisdiction (Includes National Forests Since 2008),18,Other Object (Not Fixed),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,10,Cloudy,8,Other,8,Other,No,0000000,5,21,5,39,6,42,0,None,0,None,0,None,1,0,2015-03-11 05:21:00+00:00,Dini hari (00-05),Hari Kerja,Rabu
